name,price,Socket,Clockspeed,Turbo Speed,Threads,Cores,Typical TDP,mt_score,st_score,class_Desktop,class_Laptop,class_Server,brand_Amd,brand_Intel
Core i3-4120U ,,FCBGA1168 ,2.0,2.0,4,2,15,1948,1177,0,1,0,0,1
Celeron J4025 ,,FCBGA1090 ,2.0,2.9,2,2,10,1946,1335,1,0,0,0,1
Core i5-3317U ,225.0,BGA1023 ,1.7,2.6,4,2,17,1942,1234,0,1,0,0,1
 E3940 ,,,1.6,1.8,4,4,9.5,1940,681,0,1,0,1,0
Pentium G3250 ,30.0,LGA1150 ,3.2,3.2,2,2,53,1939,1813,1,0,0,0,1
PRO A6-9500,74.0,AM4 ,3.5,3.8,2,2,65,1938,1666,1,0,0,1,0
Xeon X6550 ,,LGA1567 ,2.0,2.4,4,4,130,1936,390,0,0,1,0,1
Xeon E5603 ,129.04,LGA1366 ,1.6,1.6,4,4,80,1935,712,0,0,1,0,1
Core i5-2410M ,68.07," 	FCBGA1023, PPG ",2.3,2.9,4,2,35,1934,1226,0,1,0,0,1
Athlon II X4 620,54.95,AM3 ,2.6,2.6,4,4,95,1932,1054,1,0,0,1,0
Xeon E5507 ,456.91,LGA1366 ,2.3,2.3,4,4,80,1928,997,0,0,1,0,1
Xeon X3330 ,210.0,LGA775 ,2.7,2.7,4,4,95,1928,1160,0,0,1,0,1
Pentium G2120 ,74.99,FCLGA1155 ,3.1,3.1,2,2,55,1926,1716,1,0,0,0,1
Xeon E5410 ,88.0,LGA771 ,2.3,2.3,4,4,80,1923,1024,0,0,1,0,1
Core2 Quad Q9100 ,385.89,PGA478 ,2.3,2.3,4,4,45,1923,1004,0,1,0,0,1
